title,registration_number,registration_date,language,periodicity,publisher,owner,publication_state,publication_district
AKHLAQ E DOR,MPHIN/2020/79140,2020-12-03,Hindi,Monthly,ARSHI KHAN,ARSHI KHAN,Madhya Pradesh,Bhopal
AKHLAQ E MULK,MPHIN/2024/89887,2024-10-28,HINDI,Monthly,MOHAMMAD SHAHWAR KHAN,MOHAMMAD SHAHWAR KHAN,Madhya Pradesh,Bhopal
AKHLAQ E MULK,MPHIN/26/A2368,2026-04-09,HINDI,Quarterly,mohammad shahwar khan,mohammad shahwar khan,Madhya Pradesh,Bhopal
AKHREI PAGE,DELURD/2007/23457,2008-04-01,Urdu,Fortnightly,KHALID NASEEM,KHALID NASEEM,Delhi,New Delhi
AKHSARA CHARITHRA,APTEL/2013/50148,2013-06-04,Telugu,Daily,SINGAMPALLI SRINIVAS,SINGAMPALLI SRINIVAS,Andhra Pradesh,Visakhapatnam
AKHYARA ODISHA,ORORI/25/A2226,2025-08-20,Oriya,Daily,Bharat Kumar Behera,Bharat Kumar Behera,Odisha,Khordha
AKICAHN BHARAT,57476,1993-01-27,Hindi,Daily,PUSHPENDRA SHARMA,PUSHPENDRA SHARMA,Uttar Pradesh,Firozabad
AKILAA,38382,1993-10-04,Gujarati,Daily,AJITBHAI GUNVANTRAI GANATRA,AJITBHAI GUNVANTRAI GANATRA,Gujarat,Rajkot
AKKAD BAKKAD,KERHIN/2014/60635,2015-03-05,Hindi,Monthly,SAJEEV GEORGE VARGHESE,M.M. PUBLICATIONS LTD.,Kerala,Kottayam
AKKALKOT GHADAMODI,MAHMAR/2022/84062,2023-05-01,Marathi,Weekly,ANAND KANTHEPPA CHAUGULE,ANAND KANTHEPPA CHAUGULE,Maharashtra,Solapur
AKKALKOT SAMARTH,MAHMAR/2015/67174,2016-06-01,Marathi,Daily,PRAVIN ARUNRAO DESHMUKH,PRAVIN ARUNRAO DESHMUKH,Maharashtra,Solapur
AKKALKOT UPDATE,MAHMAR/2017/74116,2017-12-11,Marathi,Weekly,PRAVINKUMAR ASHOK BABAR,PRAVINKUMAR ASHOK  BABAR,Maharashtra,Solapur
AKKAM PAKKAM,TNBIL/2015/64638,2015-11-09,"English, Tamil",Weekly,C. SUKUMAR,C. SUKUMAR,Tamil Nadu,Coimbatore
AKKAS,12047,1966-07-22,Urdu,Daily,SANA KASHIF,SANA KASHIF,West Bengal,Kolkata
AKLIYATI AWAAZ,UPURD/2004/12131,2004-03-15,Urdu,Monthly,DR . AASHISH KUMAR MASSEY,DR.AASHISH KUMAR MASSEY,Uttar Pradesh,Lucknow
AKLUJ RAHASYA,MAHMAR/2023/89429,2024-10-10,MARATHI,Weekly,RUSHIKESH SHIVAJI PALAWE,RUSHIKESH SHIVAJI PALAWE,Maharashtra,Solapur
AKLUJ VAIBHAV,57029,1993-11-30,Marathi,Weekly,BHAGYAWANT LAXMANRAO NAYKUDE,BHAGYAWANT LAXMANRAO NAYKUDE,Maharashtra,Solapur
AKNI CIRAKUKAL,TNTAM/26/A4170,2026-05-25,Tamil,Monthly,V CHELLADURAI,V CHELLADURAI,Tamil Nadu,Dindigul
AKODIYA SAMRAT,MPHIN/2015/72788,2017-07-28,Hindi,Weekly,KISHORE KUMAR KEWAT,KISHORE KUMAR KEWAT,Madhya Pradesh,Shajapur
AKOLA BATMI,MAHMAR/2009/29603,2009-11-20,Marathi,Weekly,RAJU MURLIDHAR SAWAKE,RAJU MURLIDHAR SAWAKE,Maharashtra,Akola
AKOLA COTTON CITY,MHHIN/26/A4836,2026-06-08,Hindi,Weekly,Mohammed Javed Dokadia Mohammed Zakriya Dokadia,Mohammed Javed Dokadia Mohammed Zakriya Dokadia,Maharashtra,Akola
AKOLA DARPAN,MAHBIL/2010/36249,2011-03-17,"Marathi, Hindi",Weekly,KOMAL RAJENDRAKISHOR SHRIWAS,KOMAL RAJENDRAKISHOR SHRIWAS,Maharashtra,Akola
AKOLA DARSHAN,71781,1999-09-30,"Marathi, Hindi",Daily,PRABHAKAR DEVIDAS PATHAK,PRABHAKAR DEVIDAS PATHAK,Maharashtra,Akola
AKOLA DASTAK,MAHHIN/2023/87333,2024-05-17,Hindi,Weekly,SAYYAD ZAMIRUDDIN SAYYAD RAUF,SAYYAD ZAMIRUDDIN SAYYAD RAUF,Maharashtra,Akola
AKOLA DIVYA,MAHMAR/2021/81981,2022-09-05,Marathi,Weekly,GAJANAN LAXMINARAYAN SOMANI,GAJANAN LAXMINARAYAN SOMANI,Maharashtra,Akola
AKOLA HAMDARD,MAHHIN/2010/34030,2010-10-20,Hindi,Weekly,NASIR HUSAIN ABDUL RASHID,NASIR HUSAIN ABDUL RASHID,Maharashtra,Akola
AKOLA HINDU JAGRITI,MAHMAR/2000/00915,2000-04-28,Marathi,Weekly,Gupta Nitin Vinod,Gupta Nitin Vinod,Maharashtra,Akola
AKOLA JANVAIBHAV,MAHMAR/2013/58294,2014-11-18,Marathi,Weekly,SUNIL SADASHIV RAMTEKE,SUNIL SADASHIV RAMTEKE,Maharashtra,Akola
AKOLA KESARI,MAHMAR/2023/89446,2024-10-08,MARATHI,Weekly,ANIL GOPALRAO MAWALE,ANIL GOPALRAO MAWALE,Maharashtra,Akola
AKOLA KHABAR,MAHHIN/2021/84411,2023-05-23,Hindi,Weekly,IRSHAD AHMED SHAIKH,IRSHAD AHMED SHAIKH,Maharashtra,Akola
AKOLA LINE,MAHHIN/2012/46243,2012-11-07,Hindi,Weekly,SYED ZAKIR SYED ZAMIRODDIN MADARI,SYED ZAKIR SYED ZAMIRODDIN MADARI,Maharashtra,Akola
AKOLA MAHANAGAR,MHMAR/26/A4685,2026-06-04,Marathi,Weekly,Chetan Deepak Nagzare,Chetan Deepak Nagzare,Maharashtra,Akola
AKOLA MEET,MAHBIL/2016/71497,2017-05-08,"Marathi, Hindi",Weekly,PAVAN RATANLAL PADIYA,PAVAN RATANLAL PADIYA,Maharashtra,Akola
AKOLA METRO,MAHMAR/2022/84250,2023-05-16,Marathi,Weekly,SANTOSH SHRIRAM MORE,SANTOSH SHRIRAM MORE,Maharashtra,Akola
AKOLA NAYAK,MAHMAR/2021/80368,2021-10-12,Marathi,Weekly,DHANANJAY PRALAHADRAO NALAT,DHANANJAY PRALAHADRAO NALAT,Maharashtra,Akola
AKOLA PAVAN,MAHMAR/2016/71611,2017-05-05,Marathi,Daily,PAVAN RATANLALA PADIYA,PAVAN RATANLALA PADIYA,Maharashtra,Akola
AKOLA RAJRAJESHWAR NAGARI,MAHMAR/2010/36133,2011-03-11,Marathi,Weekly,RAVINDRA BABAN SINGH THAKUR,RAVINDRA BABNSINGH THAKUR,Maharashtra,Akola
AKOLA REPORTER,MAHBIL/2019/78377,2020-01-10,"Marathi, Hindi",Weekly,KAMALKISHOR KISANLAL SHARMA,KAMALKISHOR KISANLALJI SHARMA,Maharashtra,Akola
AKOLA SAHAKAR VRUTTA,MAHMAR/2015/67479,2016-06-15,Marathi,Daily,NARAYANRAO KASHIRAO AWARE,NARAYANRAO KASHIRAO AWARE,Maharashtra,Akola
AKOLA SAHAKAR VRUTTA,MAHBIL/2008/24821,2008-07-23,"Marathi, Hindi",Weekly,NARAYANRAO KASHIRAO AWARE,NARAYANRAO KASHIRAO AWARE,Maharashtra,Akola
AKOLA SANDESH,MAHMAR/2023/89900,2024-10-28,MARATHI,Weekly,RAJENDRAKUMAR DADARAO PUNDKAR,RAJENDRAKUMAR DADARAO PUNDKAR,Maharashtra,Akola
AKOLA SANGRAM,MHMAR/26/A5629,2026-07-01,Marathi,Weekly,Sandip Ganesh Deshmukh,Sandip Ganesh Deshmukh,Maharashtra,Akola
AKOLA SANVAD,MAHHIN/2020/79293,2021-01-18,Hindi,Weekly,MOHD. FARHAN MOHD. NIZAM,MOHD. FARHAN MOHD. NIZAM,Maharashtra,Akola
AKOLA UNNATI,MAHMAR/2023/89993,2024-11-04,MARATHI,Weekly,ASIF KHAN NAZIR MOHAMMAD KHAN,ASIF KHAN NAZIR MOHAMMAD KHAN,Maharashtra,Akola
AKOLA VARTA,MAHMAR/2015/65944,2016-02-05,Marathi,Weekly,VIJAY DEVIDAS BURKALE,VIJAY DEVIDAS BURKALE,Maharashtra,Akola
AKOLA VIDHAN,MAHMAR/2017/73586,2017-10-23,Marathi,Weekly,SHANKAR NAMDEV KANKAL,SHANKAR NAMDEV KANKAL,Maharashtra,Akola
AKOLACHA AAWAZ,MAHMAR/2021/81761,2022-07-27,Marathi,Weekly,SHARAD KESHAV SHEGOKAR,SHARAD KESHAV SHEGOKAR,Maharashtra,Akola
AKOT PATRIKA,37558,1981-01-24,Marathi,Weekly,NIKHIL NARSINGHRAO DESHMUKH,NIKHIL NARSINGRAO DESHMUKH,Maharashtra,Akola
AKOTA,53054,1990-07-10,Bengali,Monthly,,,West Bengal,Kolkata
AKRAM VIGNAN,GUJENG/2011/39070,2011-10-05,English,Bimonthly (Once in two months),SANJAY J. SANGHVI,AKRAM VIGNAN FOUNDATION,Gujarat,Ahmedabad
AKRAM VIGYAN,GUJGUJ/2005/16173,2006-02-17,Gujarati,Monthly,JAYANTI C. PATEL,AKRAM VIGNAN FOUNDATION,Gujarat,Ahmedabad
AKRAM VIGYAN,GUJHIN/2011/38203,2011-07-11,Hindi,Bimonthly (Once in two months),SANJAY J. SANGHVI,AKRAM VIGNAN FOUNDATION,Gujarat,Ahmedabad
AKRAMA BETE,KNKAN/26/A0581,2026-01-21,Kannada,Fortnightly,Tukaram Pawar,Tukaram Pawar,Karnataka,Bijapur
AKRANDANA,KARKAN/2010/35982,2011-03-03,Kannada,Daily,Thejash S M,Thejash S M,Karnataka,Mandya
AKROSH,65350,1997-12-03,Gujarati,Weekly,DAVE JAY,DAVE JAY,Gujarat,Gandhinagar
AKROSH,20792,1972-03-13,MARATHI,Weekly,LATA DNYANESHWAR JARAD,LATA DNYANESHWAR JARAD,Maharashtra,Pune
AKROSH,63614,2011-06-24,Gujarati,Weekly,DAVE JAY,DAVE JAY,Gujarat,Ahmedabad
AKROSH VARTA,MPHIN/2000/08839,2003-01-21,Hindi,Weekly,VIJAY SINGH BISEN,VIJAY SINGH BISEN,Madhya Pradesh,Satna
AKRULI NEWS MEDIA,MHMAR/26/A3102,2026-05-06,Marathi,Monthly,Sunil Ramji Jadhav,Sunil Ramji Jadhav,Maharashtra,Raigad
AKRUTI,GUJGUJ/2011/38534,2011-08-11,Gujarati,Weekly,MAHENDRAKUMAR KESHAVLAL PATEL,MAHENDRAKUMAR KESHAVLAL PATEL,Gujarat,Mahesana
AKRUTI TODAY,UPHIN/2023/84632,2023-05-29,Hindi,Monthly,ATUL KUMAR YADAV,ATUL KUMAR YADAV,Uttar Pradesh,Lucknow
AKRUTI TODAY,UPHIN/2022/82947,2022-12-12,Hindi,Daily,ATUL KUMAR YADAV,ATUL KUMAR YADAV,Uttar Pradesh,Unnao
AKRUTI TODAY,UPHIN/2023/84472,2023-05-25,Hindi,Daily,ATUL KUMAR YADAV,ATUL KUMAR YADAV,Uttar Pradesh,Lucknow
AKS,26946,2013-10-07,Punjabi,Monthly,TEJINDER KAUR,TEJINDER KAUR,Delhi,New Delhi
AKS NEWS,UPHIN/2013/49394,2013-05-02,Hindi,Weekly,AMIT UPAL,AMIT UPAL,Uttar Pradesh,Meerut
AKS PARWAAZ,JKURD/2013/49811,2013-05-22,Urdu,Weekly,MOHMAD IQBAL,MOHMAD IQBAL,Jammu and Kashmir,Baramula
AKS-E-BIHAR,BIHURD/2012/42794,2012-06-13,Urdu,Daily,KASHIF AHMAD,KASHIF AHMAD,Bihar,Patna
AKSAA PRATIDINA SANJE,KARKAN/2006/18903,2007-03-23,Kannada,Daily,K. M. RISALDAR.,K.M. RISALDAR,Chhattisgarh,Bijapur
AKSARA CHATURYA,APTEL/25/A3613,2025-10-30,Telugu,Monthly,VANKARA ANANDA KUMAR,VANKARA ANANDA KUMAR,Andhra Pradesh,Visakhapatnam
AKSH,MPHIN/2002/08718,2003-01-03,Hindi,Fortnightly,RAJENDRA AGAL,RAJENDRA AGAL,Madhya Pradesh,Bhopal
AKSH SANSKAR,DLHIN/25/A2976,2025-10-06,Hindi,Weekly,USHA,USHA,Delhi,New Delhi
AKSHANTALA JOURNAL OF RESEARCH IN FORENSIC MEDICINE AND TOXICOLOGY,KARENG/2017/73375,2017-09-21,English,Half Yearly,SRIDHAR A.,AKSHANTALA ENTERPRISES,Karnataka,Mysore
AKSHANTALA JOURNAL OF RESEARCH IN PREVENTIVE AND SOCIAL MEDICINE,KARENG/2017/72289,2017-06-20,English,Half Yearly,SRIDHAR A,AKSHANTALA ENTERPRISES,Karnataka,Mysore
AKSHAR ANAND,MPHIN/26/A2294,2026-04-08,Hindi,Monthly,pushpa bai,pushpa bai,Madhya Pradesh,Bhopal
AKSHAR BHARAT TIMES,MAHMAR/2017/74916,2018-02-23,Marathi,Weekly,SHILPA SITARAM THETE,SHILPA SITARAM THETE,Maharashtra,Raigarh
AKSHAR BHASKAR,MPHIN/2022/91000,2025-06-26,Hindi,Daily,RITESH SHUKLA,RITESH SHUKLA,Madhya Pradesh,Chhindwara
AKSHAR BHET,MAHMAR/2016/71289,2017-05-01,Marathi,Annual,SUBHASH BAPU SURYAVNSHI,SUBHASH BAPU SURYAVNSHI,Maharashtra,Mumbai
AKSHAR BHUMI,MPHIN/2023/89083,2024-09-26,HINDI,Weekly,OMPRAKASH PAL,OMPRAKASH PAL,Madhya Pradesh,Ujjain
AKSHAR CHETNA,MPHIN/2005/16003,2006-01-18,Hindi,Daily,PADAMDHAR PATI TRIPA,PADAMDHAR PATI TRIPA,Madhya Pradesh,Singrauli
AKSHAR CHETNA,MPHIN/2004/13879,2005-02-09,Hindi,Weekly,PADMADHAR PATI TRIPATHI,PADAMDHAR PATI TRIPATHI,Madhya Pradesh,Sidhi
AKSHAR CHETNA,MAHMAR/2017/72992,2017-08-17,Marathi,Fortnightly,SHRIMANT SOPAN BANSODE,SHRIMANT SOPAN BANSODE,Maharashtra,Thane
AKSHAR DHAM,67992,1998-03-31,Hindi,Weekly,SANJAY NEMA,SANJAY NEMA,Madhya Pradesh,Bhopal
AKSHAR DHARA,MAHMAR/2015/64433,2018-04-26,Marathi,Monthly,RAMESH RATHIVDEKAR,RAMESH RATHIVDEKAR,Maharashtra,Pune
AKSHAR DUNIYA,CTHIN/26/A3092,2026-05-06,HINDI,Daily,sumedh m waghmare,sumedh m waghmare,Chhattisgarh,Raipur
AKSHAR DUNIYA,MPHIN/2021/80470,2021-11-23,Hindi,Daily,SUMEDH WAGHMARE,SUMEDH WAGHMARE,Madhya Pradesh,Bhopal
AKSHAR DUNIYA,CHHHIN/2023/88001,2024-07-16,HINDI,Monthly,SUMEDH WAGHMARE,SUMEDH WAGHMARE,Chhattisgarh,Raipur
AKSHAR EXPRESS,MPHIN/2019/77919,2019-08-28,Hindi,Monthly,JEETENDER KUMAR,JEETENDER KUMAR,Madhya Pradesh,Bhopal
AKSHAR GARJAN,MPBIL/2020/81008,2022-01-24,"English, HINDI",Monthly,AMIT CHANDEL,AMIT CHANDEL,Madhya Pradesh,Gwalior
AKSHAR JYOTI,56293,1993-04-17,Hindi,Fortnightly,,,Uttar Pradesh,
AKSHAR KENDR,MPHIN/26/A0792,2026-01-27,Hindi,Monthly,Mo SANA ULLAH,Mo SANA ULLAH,Madhya Pradesh,Bhopal
AKSHAR KHUSHI,KARKAN/2022/83467,2023-02-28,Kannada,Daily,SADYOJATA,SADYOJATA,Karnataka,Yadgir
AKSHAR KI AWAZ,62993,1996-01-19,Hindi,Daily,YOGESH JOSHI,YOGESH JOSHI,Rajasthan,Kota
AKSHAR KI PAHCHAN,54556,1992-03-26,Hindi,Weekly,CHANDRASHEKHAR DEVLIYA,CHANDRASHEKHAR DEVLIYA,Rajasthan,Kota
AKSHAR KI SUBHAH,CHHHIN/2018/75295,2018-05-25,Hindi,Monthly,SUDHIR MISHRA,SUDHIR MISHRA,Chhattisgarh,Raipur
AKSHAR KI SUBHAH,MPHIN/2012/43016,2012-06-19,Hindi,Weekly,SUDHIR MISHRA,SUDHIR MISHRA,Madhya Pradesh,Bhopal
AKSHAR LEKHANI,MPHIN/2017/72439,2017-06-29,Hindi,Daily,AMIT KAUSHAL,AMIT KAUSHAL,Madhya Pradesh,Bhopal
AKSHAR MAHIMA,MPHIN/2012/43561,2012-06-28,Hindi,Weekly,PREETI SHUKLA,PREETI SHUKLA,Madhya Pradesh,Bhopal
AKSHAR MAIFAL,MAHMAR/2017/74653,2018-02-13,Marathi,Monthly,MUKUL MAKARAND RANBHOR,MUKUL MAKARAND RANBHOR,Maharashtra,Pune
AKSHAR MANCH,MAHMAR/2016/73944,2017-11-22,Marathi,Weekly,AHIRE BALU GENUJI,AHIRE BALU GENUJI,Maharashtra,Nashik
AKSHAR MEGH,56544,1993-01-22,Hindi,Monthly,MAHESH SRIVASTAV,JEEWAN REKHA PRAKASHAN,Madhya Pradesh,Gwalior
AKSHAR MITRA,MPHIN/2004/14148,2005-03-17,Hindi,Fortnightly,ABDUL HAMEED KHAN,ABDUL HAMEED KHAN,Madhya Pradesh,Ujjain
AKSHAR NEWS,GUJGUJ/2021/83305,2023-06-07,Gujarati,Weekly,PARESH HARSHUKHBHAI CHAVDA,PARESH HARSHUKHBHAI CHAVDA,Gujarat,Rajkot
AKSHAR NI DUNIA,GJGUJ/26/A1316,2026-02-19,Gujarati,Weekly,PAGI NARESHBHAI,PAGI NARESHBHAI,Gujarat,Ahmedabad
AKSHAR NITI,MPHIN/2011/38706,2011-08-29,Hindi,Monthly,SANJEEV SRIVASTAVA,SANJEEV SRIVASTAVA,Madhya Pradesh,Bhopal
AKSHAR PARVA,69496,1998-02-12,Hindi,Monthly,SHARAD JAIN,PATRAKAR PRAKASHAN PVT. LTD,Chhattisgarh,Raipur
AKSHAR PATH,KNKAN/26/A2943,2026-04-29,Kannada,Daily,ARUN RAMAPPA NESARGI,ARUN RAMAPPA NESARGI,Karnataka,Dharwad
AKSHAR PRABHA,GUJGUJ/2012/44820,2012-08-24,Gujarati,Daily,MANSURI RAMJAN BHILUBHAI,MANSURI RAMJAN BHILUBHAI,Gujarat,Surat
AKSHAR PRABHA,GUJMAR/2002/07859,2002-09-27,Marathi,Weekly,MANSURI RAMJAN BHILU,MANSURI RAMJAN BHILU,Gujarat,Surat
AKSHAR PRABHAT,MPHIN/2002/13565,2004-11-05,Hindi,Monthly,RAM BANSAL,RAM BANSAL,Madhya Pradesh,Bhopal
AKSHAR PRERNA,MPBIL/2020/81025,2022-01-20,"English, HINDI",Monthly,SWETA CHANDEL,SWETA CHANDEL,Madhya Pradesh,Gwalior
AKSHAR SAMRAT,MPHIN/2018/77268,2019-04-30,Hindi,Daily,DHARMENDRA VERMA,DHARMENDRA VERMA,Madhya Pradesh,Bhopal
AKSHAR SAMVAD,JHAHIN/2017/74088,2017-12-06,Hindi,Fortnightly,ARVIND SINGH,ARVIND SINGH,Jharkhand,Purbi Singhbhum
AKSHAR SANDESH,UPHIN/2012/51344,2013-08-08,Hindi,Weekly,NAZAKAT ALI SAIFI,NAZAKAT ALI SAIFI,Uttar Pradesh,Gautam Buddha Nagar
AKSHAR SANGAATHA,KARKAN/2021/81236,2022-03-22,Kannada,Monthly,TIPPANNA GORAVAR,TIPPANNA GORAVAR,Karnataka,Gadag
AKSHAR SANGATH,GJGUJ/25/A3525,2025-10-28,Gujarati,Quarterly,Thakkar Nimisha Aniruddh,Thakkar Nimisha Aniruddh,Gujarat,Ahmedabad
AKSHAR SANSKAR,MAHMAR/2017/73669,2017-11-06,Marathi,Monthly,SHILPA SITARAM THETE,SHILPA SITARAM THETE,Maharashtra,Raigad
AKSHAR SATTA,MPHIN/2006/20193,2007-06-20,Hindi,Weekly,DAYAL CHAND YADAV,DAYAL CHAND YADAV,Madhya Pradesh,Jabalpur
AKSHAR SHAILY,MPHIN/2009/29756,2009-11-30,Hindi,Monthly,VARSHA NEMA,VARSHA NEMA,Madhya Pradesh,Bhopal
AKSHAR SHILPEE,MPHIN/2002/14356,2013-01-28,Hindi,Quarterly,DEEPAK GAVHADE,DEEPAK GAVHADE,Madhya Pradesh,Bhopal
AKSHAR SIDDHI,MAHMAR/2007/18834,2007-03-20,Marathi,Weekly,KUDALE SUBHASH MANOHAR,SUBHASH MANOHAR KUDALE,Maharashtra,Thane
AKSHAR SIPAHI,MPHIN/26/A1744,2026-03-20,Hindi,Monthly,ANIL KUMAR SHRIVASTAVA,ANIL KUMAR SHRIVASTAVA,Madhya Pradesh,Bhopal
AKSHAR SUMAN,GUJBIL/2020/84582,2023-05-29,"Gujarati, Marathi",Weekly,RAVINDRA BHATU PATIL,RAVINDRA BHATU PATIL,Gujarat,Surat
AKSHAR TIMES,UPHIN/2013/51326,2013-08-07,Hindi,Weekly,PRIYA SHARMA,PRIYA SHARMA,Uttar Pradesh,Meerut
AKSHAR UJALA,UTTHIN/2013/54879,2014-03-08,Hindi,Weekly,NEETA DHYANI,NEETA DHYANI,Uttarakhand,Dehradun
AKSHAR UTSAV,UTTHIN/2009/30702,2010-02-02,Hindi,Weekly,NAVEEN HICKEY,NAVEEN HICKY,Uttarakhand,Dehradun
AKSHAR VAIBHAV,MAHMAR/2017/74919,2018-02-23,Marathi,Annual,ANITA NARAYAN SHETTY,ANITA NARAYAN SHETTY,Maharashtra,Thane
AKSHAR VAIDARBHI,43658,1985-11-08,Marathi,Monthly,NIRMALA N. TARAR,NIRMALA N. TARAR,Maharashtra,Amravati
AKSHAR VANI,BIHSAN/2017/75649,2018-06-26,Sanskrit,Weekly,HERAMB KAMAL BRAHMACHARI,HERAMB KAMAL BRAHMACHARI,Bihar,Muzaffarpur
AKSHAR VISHV,65103,1997-11-02,Hindi,Daily,SHREY JAIN,AKSHAR CORP PRIVATE LIMITED,Madhya Pradesh,Shajapur
AKSHAR VISHV,MPHIN/2015/65850,2016-01-28,Hindi,Daily,SHREY JAIN,AKSHAR CORP PRIVATE LIMITED,Madhya Pradesh,Bhopal
AKSHAR VISHV,52098,1991-04-16,Hindi,Daily,SHREY JAIN,AKSHAR CORP PRIVATE LIMITED,Madhya Pradesh,Ujjain
AKSHAR VISHV,MPHIN/2007/22702,2008-01-24,Hindi,Daily,SHREY JAIN,AKSHAR CORP PRIVATE LIMITED,Madhya Pradesh,Indore
AKSHAR WARTA,MPHIN/2004/14249,2005-03-31,Hindi,Monthly,DR.MOHAN BAIRAGI,DR.MOHAN BAIRAGI,Madhya Pradesh,Ujjain
AKSHAR WARTA,MPHIN/2007/21991,2007-11-30,Hindi,Daily,DR. MOHAN BAIRAGI,DR.MOHAN BAIRAGI,Madhya Pradesh,Ujjain
AKSHAR WEALTH VISION,MAHENG/2018/76536,2018-12-14,English,Monthly,JAYESH SUBHASH SALVI,JAYESH SUBHASH SALVI,Maharashtra,Thane
AKSHARA,38470,1984-04-07,Hindi,Monthly,KAILASH CHANDRA PANT,MADHYA PRADESH RASHTRABHASHA PRACHAR SAMITY,Madhya Pradesh,Bhopal
AKSHARA AISIRI,KARKAN/2015/62845,2015-06-23,Kannada,Monthly,T. SHELVA KUMAR,T. SHELVA KUMAR,Karnataka,Bengaluru
AKSHARA ANVESHANA,APTEL/2013/48486,2013-03-07,Telugu,Monthly,POTTUMUTHU ASHOK KUMAR,POTTUMUTHU ASHOK KUMAR,Andhra Pradesh,Nalgonda
AKSHARA ANVESHANA,TELTEL/2018/75218,2018-05-17,Telugu,Daily,POTTUMUTHU ASHOK KUMAR,POTTUMUTHU ASHOK KUMAR,Telangana,Nalgonda
AKSHARA BALAM,APTEL/2010/35642,2011-02-07,Telugu,Fortnightly,MUKKU RAMANAIAH,MUKKU RAMANAIAH,Andhra Pradesh,Sri Potti Sriramulu Nellore
AKSHARA BANAM,APTEL/2010/33546,2010-09-06,Telugu,Monthly,PANCHADI APPARAO,PANCHADI APPA RAO,Andhra Pradesh,Vizianagaram
AKSHARA BHANU,APTEL/2019/77049,2019-04-01,TELUGU,Fortnightly,FAKHRUDDIN,FAKHRUDDIN,Andhra Pradesh,Visakhapatnam
AKSHARA BHERI,APTEL/2017/71639,2017-05-12,Telugu,Weekly,GARIKAPATI RAJESH,GARIKAPATI RAJESH,Andhra Pradesh,Guntur
AKSHARA BHOOMI,APTEL/2008/24803,2008-07-23,Telugu,Weekly,BILLA RAJU,BILLA RAJU,Andhra Pradesh,Guntur
AKSHARA BHOOMI,APBIL/2011/37448,2011-05-24,"English, Telugu",Daily,BILLA RAJU,BILLA RAJU,Andhra Pradesh,Guntur
AKSHARA CHAITANYAM,APTEL/2013/49074,2013-04-09,Telugu,Monthly,G. SUNDEEP,G.SUNDEEP,Telangana,Rangareddy
AKSHARA DHARBHAR,TELTEL/2022/81915,2022-08-29,Telugu,Daily,VEMULA RAJESHWER RAO,VEMULA RAJESHWER RAO,Telangana,Warangal
AKSHARA DHATRI,APTEL/2023/87743,2024-07-03,TELUGU,Daily,SURADA SAI LAKSHMI,SURADA SAI LAKSHMI,Andhra Pradesh,Srikakulam
AKSHARA DHWANI,APTEL/2013/52231,2013-09-25,Telugu,Weekly,SHAIK ABDUL KHADAR,SHAIK ABDUL KHADAR,Andhra Pradesh,Kurnool
AKSHARA DHWANI,APTEL/2016/70026,2017-01-19,Telugu,Daily,SHAIK ABDUL KHADAR,SHAIK ABDUL KHADAR,Andhra Pradesh,Kurnool
AKSHARA DIKSHA,TELTEL/2013/49472,2013-05-03,Telugu,Monthly,POTHUGANTI VENKATA RAMANA,POTHUGANTI VENKATA RAMANA,Telangana,Nalgonda
AKSHARA DIKSUCHI,TELTEL/2023/88249,2024-08-02,TELUGU,Daily,VELLENKI JAYAPAL REDDY,VELLENKI JAYAPAL REDDY,Telangana,Medchal Malkajgiri
AKSHARA GALAM,TELTEL/2022/83927,2023-04-25,Telugu,Daily,G KALPANA,G KALPANA,Telangana,Medchal Malkajgiri
AKSHARA GAMANAM,TELTEL/2022/82554,2022-10-25,Telugu,Daily,BIRU KUMARASWAMY,BIRRU KUMARASWAMY,Telangana,Warangal
AKSHARA JWALA,KERMAL/2015/70095,2017-01-24,Malayalam,Monthly,MANJU M. CHANDRAN,MANJU M. CHANDRAN,Kerala,Kottayam
AKSHARA KALAM,APTEL/2009/27246,2009-03-19,Telugu,Daily,PITTALA RAMA KRISHNA,PITTALA RAMA KRISHNA,Andhra Pradesh,Nalgonda
AKSHARA KANTHI,APTEL/2010/31624,2010-03-30,Telugu,Monthly,MOHD. SHOWKATH ALI,MOHD. SHOWKATH ALI,Andhra Pradesh,Nalgonda
AKSHARA KARA DEEPIKA VAARTHAA SUDHA,APTEL/2009/31083,2010-02-23,Telugu,Weekly,GANDI SUDHAKAR,GANDI SUDHAKAR,Andhra Pradesh,West Godavari
AKSHARA KAVACHAM,TELTEL/2015/62349,2015-06-02,Telugu,Daily,KOTHA UMA MAHESHWARA RAO,KOTHA UMA MAHESHWAR RAO,Telangana,Mahbubnagar
AKSHARA KERATAM,APTEL/2013/54371,2014-02-01,Telugu,Daily,KOLLURU JAGANNADHA SARMA,KOLLURU JAGANNADHA SARMA,Andhra Pradesh,Vizianagaram
AKSHARA KIRANAM,APTEL/2019/78427,2020-01-20,Telugu,Weekly,PUJARI NARASINGA RAO,PUJARI NARASINGA RAO,Andhra Pradesh,Visakhapatnam
AKSHARA KOUMUDI,APTEL/25/A1722,2025-07-07,Telugu,Daily,YEMPADA APPARAO,YEMPADA APPARAO,Andhra Pradesh,Vizianagaram
AKSHARA KRISHNA,APTEL/2018/77811,2019-07-31,Telugu,Daily,PAGADALA NAGESWARA RAO,PAGADALA NAGESWARA RAO,Andhra Pradesh,Krishna
